,match_api_id,home_team_api_id,away_team_api_id,season,date,result_label,away_Defender_rating,home_Defender_rating,away_Attacker_rating,home_Attacker_rating,away_Goalkeeper_rating,home_Goalkeeper_rating,away_Midfielder_rating,home_Midfielder_rating
14156,836209,8674,10218,2010/2011,2010-09-18 00:00:00,HOME_WIN,63.6,69.66666666666667,63.0,72.0,64.0,72.0,64.33333333333333,67.6
14157,836210,8277,9761,2010/2011,2010-09-18 00:00:00,DRAW,68.75,67.5,72.0,71.0,72.0,65.0,67.0,68.2
14158,836211,8525,10217,2010/2011,2010-09-18 00:00:00,AWAY_WIN,64.5,64.5,65.0,68.0,63.0,66.0,66.6,65.0
14159,836218,8464,10229,2010/2011,2010-09-19 00:00:00,AWAY_WIN,70.75,65.75,67.0,68.0,78.0,62.0,73.33333333333333,69.8
14160,836219,9803,8640,2010/2011,2010-09-19 00:00:00,DRAW,73.66666666666667,67.0,77.0,68.0,77.0,72.0,76.83333333333333,69.125
14161,836223,9908,9839,2010/2011,2010-09-19 00:00:00,HOME_WIN,64.2,70.33333333333333,65.0,67.33333333333333,69.0,77.0,69.0,71.0
14162,836224,9791,8611,2010/2011,2010-09-19 00:00:00,DRAW,73.33333333333333,67.25,71.66666666666667,67.5,73.0,66.0,76.0,69.25
14163,836225,10235,8593,2010/2011,2010-09-19 00:00:00,AWAY_WIN,75.5,71.5,77.25,68.0,82.0,68.0,71.0,71.25
14164,836229,10228,9803,2010/2011,2010-09-25 00:00:00,DRAW,67.0,68.5,68.0,71.0,72.0,66.0,69.125,68.4
14165,836231,8611,8593,2010/2011,2010-09-25 00:00:00,DRAW,75.6,72.0,78.66666666666667,71.0,82.0,73.0,71.0,74.33333333333333
14166,836233,8640,8674,2010/2011,2010-09-25 00:00:00,DRAW,69.66666666666667,72.5,72.0,74.0,72.0,77.0,67.6,76.28571428571429
14167,836237,10229,9908,2010/2011,2010-09-25 00:00:00,HOME_WIN,70.33333333333333,70.75,70.5,67.0,77.0,78.0,72.0,73.33333333333333
14168,836239,10217,9791,2010/2011,2010-09-25 00:00:00,HOME_WIN,67.66666666666667,65.5,67.5,65.0,66.0,63.0,69.0,66.6
14169,836244,10218,8277,2010/2011,2010-09-26 00:00:00,AWAY_WIN,67.5,63.6,71.0,59.0,65.0,64.0,68.2,64.75
14171,836248,9761,8525,2010/2011,2010-09-26 00:00:00,HOME_WIN,64.5,68.75,68.0,72.5,65.0,72.0,65.6,67.5
14172,836250,8464,10235,2010/2011,2010-09-26 00:00:00,HOME_WIN,70.0,65.5,66.5,66.5,68.0,62.0,70.4,69.25
14173,836257,8277,8525,2010/2011,2010-10-01 00:00:00,DRAW,64.5,67.5,65.5,0.0,65.0,65.0,66.25,68.0
14174,836260,9761,8464,2010/2011,2010-10-02 00:00:00,HOME_WIN,65.75,67.8,68.0,72.5,62.0,72.0,69.0,68.66666666666667
14175,836263,10218,9803,2010/2011,2010-10-02 00:00:00,AWAY_WIN,67.0,63.5,0.0,0.0,72.0,64.0,68.55555555555556,64.75
14176,836265,8611,8674,2010/2011,2010-10-03 00:00:00,HOME_WIN,69.66666666666667,72.0,71.0,72.5,72.0,73.0,67.5,75.0
14177,836267,10229,9791,2010/2011,2010-10-03 00:00:00,HOME_WIN,67.25,70.75,67.5,67.0,66.0,78.0,69.25,73.33333333333333
14178,836269,8526,10235,2010/2011,2010-10-03 00:00:00,DRAW,70.0,65.0,66.0,66.0,68.0,65.0,70.16666666666667,65.5
14179,836273,8593,9908,2010/2011,2010-10-03 00:00:00,AWAY_WIN,70.33333333333333,75.6,70.66666666666667,77.25,77.0,82.0,72.0,77.0
14181,836277,10228,10217,2010/2011,2010-10-03 00:00:00,DRAW,64.25,68.5,65.0,71.0,63.0,66.0,66.6,69.8
14182,836280,8593,9761,2010/2011,2010-10-16 00:00:00,HOME_WIN,67.0,76.0,69.0,78.0,72.0,82.0,67.0,73.66666666666667
14183,836281,9908,8526,2010/2011,2010-10-16 00:00:00,DRAW,65.0,70.33333333333333,66.0,70.66666666666667,65.0,77.0,65.5,68.5
14184,836282,10235,8611,2010/2011,2010-10-16 00:00:00,AWAY_WIN,73.33333333333333,70.0,72.5,66.0,73.0,68.0,75.0,70.16666666666667
14185,836283,10217,10218,2010/2011,2010-10-16 00:00:00,HOME_WIN,63.6,65.5,67.0,65.0,64.0,63.0,64.75,66.6
14187,836285,8525,8640,2010/2011,2010-10-17 00:00:00,AWAY_WIN,72.5,64.5,72.0,67.0,77.0,65.0,76.28571428571429,64.0
14188,836287,8674,10228,2010/2011,2010-10-17 00:00:00,HOME_WIN,68.5,69.66666666666667,71.0,72.0,66.0,72.0,71.0,67.6
14189,836290,9791,8464,2010/2011,2010-10-17 00:00:00,HOME_WIN,65.75,67.25,68.0,67.0,62.0,66.0,69.0,69.25
14190,836292,9803,8277,2010/2011,2010-10-17 00:00:00,HOME_WIN,65.66666666666667,67.0,0.0,68.0,65.0,72.0,68.0,68.625
14191,1028468,10218,10235,2011/2012,2011-08-05 00:00:00,AWAY_WIN,71.5,64.4,67.33333333333333,62.0,67.0,64.0,68.4,62.333333333333336
14193,1028470,10228,8464,2011/2012,2011-08-06 00:00:00,DRAW,65.6,67.25,67.5,70.0,73.0,67.0,72.33333333333333,72.0
14195,1028472,9803,8674,2011/2012,2011-08-06 00:00:00,HOME_WIN,65.0,64.66666666666667,76.0,67.0,69.0,76.0,69.85714285714286,70.16666666666667
14196,1028473,8526,8593,2011/2012,2011-08-07 00:00:00,AWAY_WIN,74.0,63.5,75.33333333333333,64.0,75.0,64.0,75.0,65.2
14197,1028474,10217,8277,2011/2012,2011-08-07 00:00:00,DRAW,66.0,66.0,75.0,66.0,65.0,67.0,67.83333333333333,69.75
14198,1028475,10229,8640,2011/2012,2011-08-07 00:00:00,HOME_WIN,70.0,68.66666666666667,0.0,67.33333333333333,78.0,68.0,74.75,72.75
14199,1028476,9761,8611,2011/2012,2011-08-07 00:00:00,AWAY_WIN,69.5,66.0,72.66666666666667,70.5,73.0,71.0,74.6,66.8
14200,1028568,8526,9761,2011/2012,2011-10-21 00:00:00,HOME_WIN,67.0,63.5,67.0,65.0,71.0,68.0,65.5,65.4
14201,1028569,9839,10219,2011/2012,2011-10-22 00:00:00,HOME_WIN,63.75,63.0,62.5,66.0,64.0,61.0,65.75,66.75
14202,1028570,10218,9791,2011/2012,2011-10-22 00:00:00,AWAY_WIN,66.5,63.2,69.33333333333333,62.0,68.0,64.0,68.0,62.333333333333336
14204,1028572,9908,10228,2011/2012,2011-10-22 00:00:00,AWAY_WIN,67.25,66.5,70.0,69.0,67.0,70.0,72.0,66.66666666666667
14205,1028574,8593,10235,2011/2012,2011-10-23 00:00:00,DRAW,69.33333333333333,73.0,68.0,76.0,67.0,75.0,68.4,76.0
14206,1028575,10229,9803,2011/2012,2011-10-23 00:00:00,HOME_WIN,65.33333333333333,69.25,64.0,71.0,69.0,68.0,70.16666666666667,71.0
14207,1028576,8674,8611,2011/2012,2011-10-23 00:00:00,DRAW,73.66666666666667,64.5,75.5,66.0,79.0,69.0,71.8,71.6
14208,1028577,8277,8640,2011/2012,2011-10-23 00:00:00,DRAW,71.33333333333333,67.6,76.0,73.5,78.0,74.0,75.0,66.66666666666667
14209,1028578,9761,9839,2011/2012,2011-10-28 00:00:00,HOME_WIN,63.0,67.0,68.0,67.0,61.0,71.0,67.33333333333333,65.5
14210,1028579,9803,8593,2011/2012,2011-10-29 00:00:00,AWAY_WIN,75.66666666666667,65.0,69.0,65.5,75.0,69.0,74.8,69.0
14211,1028581,10218,10219,2011/2012,2011-10-29 00:00:00,HOME_WIN,63.75,63.4,62.5,59.0,64.0,64.0,65.75,62.0
14212,1028582,10228,10217,2011/2012,2011-10-29 00:00:00,HOME_WIN,66.4,67.25,66.0,70.0,67.0,67.0,69.75,72.0
14213,1028583,8611,8640,2011/2012,2011-10-29 00:00:00,DRAW,71.33333333333333,72.5,76.0,75.5,78.0,79.0,75.0,72.75
14214,1028584,8526,8277,2011/2012,2011-10-30 00:00:00,AWAY_WIN,67.6,63.5,75.0,65.0,74.0,68.0,67.75,65.4
14215,1028585,8674,10235,2011/2012,2011-10-30 00:00:00,HOME_WIN,68.0,64.66666666666667,68.0,66.0,67.0,69.0,69.25,70.83333333333333
14216,1028586,8464,9908,2011/2012,2011-10-30 00:00:00,HOME_WIN,68.33333333333333,64.4,70.5,70.0,70.0,71.0,65.4,69.75
14217,1028587,9791,10229,2011/2012,2011-10-30 00:00:00,AWAY_WIN,69.0,66.5,74.0,69.33333333333333,68.0,68.0,68.83333333333333,68.0
14218,1028588,9839,10218,2011/2012,2011-11-04 00:00:00,DRAW,63.4,63.5,59.0,68.5,64.0,61.0,62.0,66.5
14219,1028589,9761,8277,2011/2012,2011-11-05 00:00:00,HOME_WIN,68.0,67.0,72.0,67.0,74.0,71.0,67.8,65.5
14220,1028590,9803,10228,2011/2012,2011-11-05 00:00:00,AWAY_WIN,67.25,65.75,70.0,64.0,67.0,69.0,72.0,69.4
14221,1028591,10219,8674,2011/2012,2011-11-05 00:00:00,DRAW,64.66666666666667,62.5,66.0,61.666666666666664,69.0,64.0,70.83333333333333,65.0
14222,1028592,8611,8526,2011/2012,2011-11-06 00:00:00,HOME_WIN,63.5,73.66666666666667,64.5,76.0,68.0,79.0,65.5,72.83333333333333
14223,1028593,9908,8593,2011/2012,2011-11-06 00:00:00,HOME_WIN,76.25,66.75,76.0,71.0,75.0,70.0,76.0,68.0
14225,1028595,10235,8464,2011/2012,2011-11-05 00:00:00,AWAY_WIN,64.4,69.33333333333333,70.0,68.5,71.0,67.0,69.75,68.4
14226,1028596,8640,9791,2011/2012,2011-11-06 00:00:00,HOME_WIN,66.5,73.0,69.5,76.0,68.0,78.0,68.0,72.57142857142857
14227,1028597,8526,8640,2011/2012,2011-11-19 00:00:00,AWAY_WIN,74.0,63.5,76.0,64.5,78.0,68.0,72.625,65.5
14228,1028598,8464,9803,2011/2012,2011-11-19 00:00:00,AWAY_WIN,64.0,64.4,64.0,70.0,69.0,71.0,69.71428571428571,69.75
14229,1028599,10228,10219,2011/2012,2011-11-19 00:00:00,DRAW,62.6,67.25,62.5,70.0,64.0,67.0,66.33333333333333,72.0
14230,1028600,9791,8611,2011/2012,2011-11-19 00:00:00,DRAW,73.66666666666667,67.0,76.0,69.33333333333333,79.0,68.0,72.0,66.83333333333333
14231,1028601,8593,9761,2011/2012,2011-11-19 00:00:00,DRAW,67.0,76.25,67.0,75.0,71.0,75.0,65.5,75.0
14232,1028602,10217,9908,2011/2012,2011-11-20 00:00:00,DRAW,66.75,65.25,66.5,63.5,66.0,67.0,68.0,67.0
14233,1028603,8277,10235,2011/2012,2011-11-20 00:00:00,AWAY_WIN,69.33333333333333,68.0,67.66666666666667,75.0,67.0,74.0,69.25,68.2
14234,1028604,8674,9839,2011/2012,2011-11-20 00:00:00,HOME_WIN,63.25,64.66666666666667,66.0,66.0,61.0,69.0,66.5,70.83333333333333
14235,1028605,10218,10229,2011/2012,2011-12-07 00:00:00,DRAW,71.33333333333333,63.2,72.0,64.0,74.0,65.0,73.33333333333333,64.75
14236,1028606,10229,9908,2011/2012,2011-11-25 00:00:00,HOME_WIN,66.75,69.0,66.5,74.0,66.0,68.0,64.25,69.66666666666667
14237,1028607,9761,10228,2011/2012,2011-11-26 00:00:00,DRAW,68.0,67.5,74.0,67.5,68.0,72.0,71.4,67.0
14238,1028608,9839,8526,2011/2012,2011-11-26 00:00:00,AWAY_WIN,65.25,63.25,68.0,68.0,68.0,61.0,65.8,65.33333333333333
14239,1028609,9803,9791,2011/2012,2011-11-26 00:00:00,HOME_WIN,61.0,66.0,69.66666666666667,69.0,68.0,67.0,69.66666666666667,69.42857142857143
14240,1028610,8640,8674,2011/2012,2011-11-26 00:00:00,HOME_WIN,67.66666666666667,72.5,69.0,76.0,69.0,77.0,71.16666666666667,74.71428571428571
14241,1028611,10219,10235,2011/2012,2011-11-27 00:00:00,AWAY_WIN,69.0,63.4,69.5,65.0,68.0,69.0,71.0,66.33333333333333
14244,1028614,8611,8277,2011/2012,2011-11-27 00:00:00,DRAW,71.0,73.33333333333333,76.0,78.0,77.0,80.0,66.2,73.83333333333333
14245,1028615,9791,9839,2011/2012,2011-12-02 00:00:00,HOME_WIN,63.25,67.0,68.33333333333333,70.0,61.0,68.0,65.66666666666667,68.28571428571429
14247,1028617,10217,9761,2011/2012,2011-12-03 00:00:00,HOME_WIN,67.5,65.25,67.5,64.5,72.0,68.0,66.66666666666667,68.75
14248,1028618,8526,9803,2011/2012,2011-12-03 00:00:00,AWAY_WIN,66.33333333333333,64.0,69.0,68.0,67.0,68.0,69.5,65.8
14249,1028619,8593,10218,2011/2012,2011-12-03 00:00:00,HOME_WIN,62.75,75.33333333333333,61.5,77.0,65.0,73.0,64.75,73.0
14250,1028620,10235,8640,2011/2012,2011-12-04 00:00:00,HOME_WIN,72.5,69.0,76.0,69.5,77.0,68.0,74.71428571428571,71.0
14251,1028621,8277,10219,2011/2012,2011-12-04 00:00:00,HOME_WIN,63.75,71.0,63.0,76.0,69.0,77.0,65.25,66.2
14252,1028622,9908,8611,2011/2012,2011-12-04 00:00:00,AWAY_WIN,73.33333333333333,67.25,78.0,67.5,80.0,66.0,73.33333333333333,67.0
14253,1028623,10228,10229,2011/2012,2011-12-04 00:00:00,HOME_WIN,70.5,68.0,70.0,74.0,74.0,68.0,73.33333333333333,71.4
14254,1028624,10217,9791,2011/2012,2011-12-09 00:00:00,HOME_WIN,67.0,65.33333333333333,70.0,64.5,68.0,68.0,68.28571428571429,68.4
14256,1028626,10229,8526,2011/2012,2011-12-10 00:00:00,HOME_WIN,64.0,71.33333333333333,66.0,72.0,68.0,74.0,65.25,73.33333333333333
14257,1028627,10218,10228,2011/2012,2011-12-10 00:00:00,AWAY_WIN,68.0,62.333333333333336,74.0,61.0,68.0,65.0,73.4,65.33333333333333
14258,1028628,8640,9761,2011/2012,2011-12-10 00:00:00,HOME_WIN,67.0,72.0,68.0,76.0,72.0,77.0,66.66666666666667,74.625
14259,1028629,9908,10235,2011/2012,2011-12-11 00:00:00,DRAW,69.0,66.0,69.5,67.5,68.0,66.0,71.0,65.8
14260,1028630,10219,8593,2011/2012,2011-12-11 00:00:00,AWAY_WIN,76.0,64.6,77.0,65.0,73.0,69.0,71.16666666666667,67.66666666666667
14261,1028631,9839,9803,2011/2012,2011-12-11 00:00:00,HOME_WIN,66.0,63.333333333333336,69.0,69.5,67.0,61.0,69.42857142857143,65.8
14262,1028632,8277,8674,2011/2012,2011-12-11 00:00:00,DRAW,67.0,71.0,69.0,76.0,70.0,77.0,71.0,66.2
14263,1028633,8526,10219,2011/2012,2011-12-16 00:00:00,AWAY_WIN,65.0,64.66666666666667,64.0,66.0,69.0,64.0,65.8,65.6
14264,1028634,9791,8277,2011/2012,2011-12-17 00:00:00,AWAY_WIN,71.0,67.0,76.0,70.0,77.0,68.0,67.6,68.28571428571429
14265,1028635,9803,10218,2011/2012,2011-12-17 00:00:00,HOME_WIN,62.0,66.0,62.5,69.0,65.0,66.0,65.33333333333333,69.42857142857143
14267,1028637,8674,9908,2011/2012,2011-12-17 00:00:00,HOME_WIN,65.75,67.0,67.5,69.0,66.0,70.0,65.0,71.0
14268,1028638,8593,10217,2011/2012,2011-12-18 00:00:00,HOME_WIN,65.0,73.75,65.0,73.0,68.0,73.0,67.33333333333333,75.0
14269,1028639,9761,10229,2011/2012,2011-12-18 00:00:00,HOME_WIN,71.0,66.33333333333333,71.0,68.0,74.0,72.0,73.2,67.0
14270,1028640,10235,8611,2011/2012,2011-12-18 00:00:00,HOME_WIN,73.33333333333333,69.0,76.0,71.5,80.0,68.0,73.8,71.0
14271,1028641,10228,8640,2011/2012,2011-12-18 00:00:00,AWAY_WIN,72.0,68.0,76.0,74.0,77.0,66.0,74.625,73.4
14272,1028642,10217,9803,2011/2012,2012-01-20 00:00:00,DRAW,66.0,66.33333333333333,69.0,66.5,67.0,68.0,69.42857142857143,69.8
14273,1028643,8526,10228,2011/2012,2012-01-21 00:00:00,AWAY_WIN,68.0,64.25,74.0,68.0,68.0,68.0,71.4,65.8
14274,1028644,8611,10219,2011/2012,2012-01-21 00:00:00,HOME_WIN,64.0,73.33333333333333,65.0,78.0,69.0,80.0,65.75,73.83333333333333
14275,1028646,10218,9761,2011/2012,2012-01-21 00:00:00,HOME_WIN,67.5,64.0,68.0,62.5,72.0,65.0,67.16666666666667,65.25
14276,1028647,9908,8640,2011/2012,2012-01-22 00:00:00,DRAW,72.0,65.5,76.0,69.5,77.0,69.0,74.625,66.25
14277,1028648,8277,8464,2011/2012,2012-01-22 00:00:00,AWAY_WIN,65.5,68.33333333333333,67.5,73.5,71.0,77.0,69.75,67.2
14278,1028650,9839,10235,2011/2012,2012-01-22 00:00:00,HOME_WIN,67.66666666666667,64.33333333333333,70.0,66.66666666666667,68.0,65.0,68.33333333333333,66.5
14279,1028652,10229,8593,2011/2012,2012-01-22 00:00:00,DRAW,75.33333333333333,71.0,75.5,70.0,73.0,74.0,72.2,73.57142857142857
14280,1028653,8674,9791,2011/2012,2012-01-22 00:00:00,HOME_WIN,66.5,67.0,70.0,69.0,68.0,70.0,69.66666666666667,71.2
14281,1028685,8640,8277,2011/2012,2012-01-27 00:00:00,HOME_WIN,69.0,72.0,72.0,76.0,77.0,77.0,68.2,74.625
14282,1028688,10228,9908,2011/2012,2012-01-28 00:00:00,HOME_WIN,65.5,65.5,69.5,74.0,69.0,68.0,66.5,71.4
14283,1028689,9761,8526,2011/2012,2012-01-28 00:00:00,DRAW,64.25,65.5,68.0,67.5,68.0,72.0,65.6,67.5
14284,1028690,9791,10218,2011/2012,2012-01-28 00:00:00,HOME_WIN,64.5,66.5,62.5,70.0,65.0,68.0,65.25,69.66666666666667
14285,1028691,9803,10229,2011/2012,2012-01-28 00:00:00,HOME_WIN,71.0,66.0,70.0,69.0,74.0,67.0,71.71428571428571,69.42857142857143
14286,1028695,10235,8593,2011/2012,2012-01-29 00:00:00,HOME_WIN,72.33333333333333,69.0,75.5,70.0,73.0,68.0,72.2,69.4
14287,1028696,10219,9839,2011/2012,2012-01-29 00:00:00,HOME_WIN,64.33333333333333,64.5,66.66666666666667,67.0,65.0,69.0,66.5,65.75
14288,1028698,8611,8674,2011/2012,2012-01-29 00:00:00,HOME_WIN,66.66666666666667,73.33333333333333,69.0,78.0,70.0,80.0,70.5,73.83333333333333
14289,1028702,8464,10217,2011/2012,2012-01-29 00:00:00,HOME_WIN,67.0,65.0,67.0,67.5,68.0,71.0,69.8,69.75
14290,1028477,8611,10229,2011/2012,2011-08-13 00:00:00,HOME_WIN,69.25,74.5,67.33333333333333,72.66666666666667,68.0,79.0,69.0,71.8
14292,1028487,8640,10219,2011/2012,2011-08-13 00:00:00,HOME_WIN,63.6,73.33333333333333,62.5,0.0,64.0,78.0,65.0,75.0
14293,1028488,10235,9803,2011/2012,2011-08-13 00:00:00,HOME_WIN,66.0,71.5,67.0,67.33333333333333,76.0,67.0,68.83333333333333,68.4
14294,1028489,9908,8526,2011/2012,2011-08-14 00:00:00,DRAW,63.5,67.5,64.5,72.0,64.0,66.0,65.5,67.8
14296,1028491,8593,10228,2011/2012,2011-08-14 00:00:00,HOME_WIN,65.5,76.5,70.0,75.33333333333333,67.0,75.0,72.0,74.6
14298,1028493,8464,10218,2011/2012,2011-08-15 00:00:00,HOME_WIN,64.4,65.5,62.0,68.33333333333333,64.0,73.0,62.333333333333336,72.33333333333333
14299,1028703,10228,9803,2011/2012,2012-02-03 00:00:00,HOME_WIN,66.0,67.5,69.0,74.0,67.0,68.0,69.42857142857143,71.4
14300,1028705,10217,10229,2011/2012,2012-02-08 00:00:00,AWAY_WIN,71.0,65.5,70.0,66.33333333333333,74.0,68.0,74.83333333333333,67.4
14301,1028706,8277,9761,2011/2012,2012-02-04 00:00:00,HOME_WIN,66.5,68.75,67.5,72.0,72.0,77.0,67.5,67.4
14302,1028708,10218,9839,2011/2012,2012-02-04 00:00:00,HOME_WIN,64.33333333333333,64.5,66.66666666666667,62.5,65.0,65.0,66.25,65.25
14303,1028710,9791,8640,2011/2012,2012-02-05 00:00:00,DRAW,72.0,66.5,76.0,69.0,77.0,68.0,74.625,69.5
14304,1028713,8593,9908,2011/2012,2012-02-05 00:00:00,AWAY_WIN,66.5,67.33333333333333,68.33333333333333,71.5,69.0,73.0,67.33333333333333,72.2
14305,1028715,8464,10235,2011/2012,2012-02-05 00:00:00,AWAY_WIN,69.0,65.2,70.0,67.0,68.0,71.0,71.0,71.5
14306,1028716,8526,8611,2011/2012,2012-03-21 00:00:00,AWAY_WIN,67.5,64.25,78.0,66.0,69.0,68.0,74.2,66.5
14307,1028717,8674,10219,2011/2012,2012-02-05 00:00:00,AWAY_WIN,64.6,66.66666666666667,67.0,69.0,69.0,70.0,65.66666666666667,70.5
14308,1028720,8611,9791,2011/2012,2012-02-10 00:00:00,AWAY_WIN,66.5,75.5,69.0,78.0,68.0,80.0,69.5,73.28571428571429
14309,1028722,10229,10218,2011/2012,2012-02-11 00:00:00,HOME_WIN,64.5,71.0,62.666666666666664,70.0,65.0,74.0,65.33333333333333,74.83333333333333
14311,1028725,9803,8464,2011/2012,2012-02-11 00:00:00,HOME_WIN,65.5,66.0,67.5,69.0,71.0,67.0,69.75,69.42857142857143
14312,1028727,9761,8593,2011/2012,2012-02-11 00:00:00,AWAY_WIN,72.5,66.33333333333333,73.0,67.0,73.0,72.0,75.5,66.66666666666667
14313,1028733,9908,10217,2011/2012,2012-02-12 00:00:00,DRAW,67.0,66.5,66.5,68.33333333333333,68.0,69.0,68.75,65.33333333333333
14314,1028735,8640,8526,2011/2012,2012-02-12 00:00:00,HOME_WIN,64.25,0.0,68.0,76.0,68.0,77.0,66.6,74.44444444444444
14315,1028736,10219,10228,2011/2012,2012-02-12 00:00:00,AWAY_WIN,67.5,64.75,74.0,67.0,68.0,69.0,71.4,66.75
14316,1028737,10235,8277,2011/2012,2012-02-12 00:00:00,HOME_WIN,69.2,69.0,72.0,70.0,77.0,68.0,68.75,71.0
14317,1028740,10228,9761,2011/2012,2012-02-17 00:00:00,HOME_WIN,66.0,65.5,68.0,74.0,72.0,68.0,69.66666666666667,71.4
14318,1028742,9791,9803,2011/2012,2012-02-18 00:00:00,HOME_WIN,66.0,66.5,69.0,69.0,67.0,68.0,69.14285714285714,68.16666666666667
14319,1028744,10217,10218,2011/2012,2012-02-18 00:00:00,DRAW,64.5,66.25,62.5,66.5,65.0,68.0,65.25,68.75
14321,1028746,8277,8611,2011/2012,2012-02-19 00:00:00,AWAY_WIN,75.5,70.0,78.0,76.0,80.0,77.0,73.28571428571429,67.4
14322,1028749,8674,8640,2011/2012,2012-02-19 00:00:00,HOME_WIN,72.0,66.5,76.0,67.5,77.0,70.0,74.875,70.66666666666667
14323,1028751,8593,8464,2011/2012,2012-02-19 00:00:00,HOME_WIN,65.0,71.5,67.5,73.0,71.0,73.0,71.33333333333333,75.5
14324,1028752,9908,10229,2011/2012,2012-02-19 00:00:00,HOME_WIN,70.66666666666667,65.5,70.0,68.33333333333333,74.0,69.0,74.83333333333333,67.66666666666667
14325,1028754,10235,10219,2011/2012,2012-02-18 00:00:00,DRAW,64.2,69.0,67.0,70.0,69.0,68.0,65.66666666666667,69.4
14326,1028755,10219,8277,2011/2012,2012-02-24 00:00:00,HOME_WIN,71.0,64.2,76.0,67.0,77.0,69.0,67.4,65.66666666666667
14327,1028758,9761,10217,2011/2012,2012-02-25 00:00:00,HOME_WIN,65.33333333333333,66.0,66.5,68.0,68.0,72.0,67.2,69.66666666666667
14329,1028761,9803,8526,2011/2012,2012-02-25 00:00:00,AWAY_WIN,65.0,66.33333333333333,66.0,69.0,68.0,66.0,66.5,70.0
14330,1028763,10229,10228,2011/2012,2012-02-26 00:00:00,DRAW,66.0,70.5,74.0,70.0,68.0,74.0,71.4,74.75
14331,1028765,10218,8593,2011/2012,2012-02-26 00:00:00,AWAY_WIN,71.5,63.0,73.33333333333333,62.5,73.0,65.0,74.66666666666667,65.25
14332,1028766,8611,9908,2011/2012,2012-02-26 00:00:00,HOME_WIN,66.5,73.66666666666667,67.5,78.0,69.0,80.0,67.25,73.33333333333333
14333,1028767,8640,10235,2011/2012,2012-02-26 00:00:00,HOME_WIN,69.0,73.0,68.5,76.0,68.0,77.0,71.0,74.5
14334,1028769,8464,8674,2011/2012,2012-02-25 00:00:00,HOME_WIN,67.0,65.25,67.5,67.5,70.0,71.0,69.85714285714286,69.75
14335,1028785,10217,10228,2011/2012,2012-03-03 00:00:00,DRAW,68.0,66.6,74.0,67.0,68.0,68.0,70.8,66.25
14337,1028788,10219,10218,2011/2012,2012-03-03 00:00:00,HOME_WIN,62.8,64.2,62.5,66.66666666666667,65.0,69.0,65.66666666666667,65.5
14338,1028789,10229,9791,2011/2012,2012-03-03 00:00:00,HOME_WIN,63.5,71.0,69.0,72.0,68.0,74.0,68.16666666666667,74.83333333333333
14339,1028804,8593,9803,2011/2012,2012-03-04 00:00:00,HOME_WIN,66.5,77.5,69.0,73.0,66.0,73.0,68.2,73.5
14340,1028806,9908,8464,2011/2012,2012-03-04 00:00:00,DRAW,65.25,66.5,67.5,69.0,71.0,69.0,69.75,67.66666666666667
14341,1028809,8277,8526,2011/2012,2012-03-04 00:00:00,HOME_WIN,65.0,70.8,66.0,74.0,68.0,77.0,66.5,67.0
14342,1028812,10235,8674,2011/2012,2012-03-04 00:00:00,HOME_WIN,66.66666666666667,69.0,69.0,71.5,70.0,68.0,71.5,71.0
14343,1028814,8640,8611,2011/2012,2012-03-04 00:00:00,AWAY_WIN,75.5,72.5,78.0,76.0,80.0,77.0,73.28571428571429,74.0
14345,1028823,8464,8611,2011/2012,2012-03-11 00:00:00,HOME_WIN,71.0,63.666666666666664,78.0,67.5,80.0,71.0,73.14285714285714,68.8
14346,1028824,10228,10218,2011/2012,2012-03-10 00:00:00,HOME_WIN,63.6,66.75,62.5,74.0,65.0,68.0,65.66666666666667,73.0
14347,1028827,9791,10217,2011/2012,2012-03-10 00:00:00,AWAY_WIN,66.6,66.5,66.0,69.0,68.0,68.0,68.75,69.5
14348,1028829,9761,8640,2011/2012,2012-03-11 00:00:00,HOME_WIN,73.0,66.0,76.0,68.0,77.0,72.0,76.5,68.0
14349,1028836,10235,9908,2011/2012,2012-03-11 00:00:00,DRAW,66.5,69.0,69.5,71.5,69.0,68.0,67.25,71.0
14350,1028838,8526,10229,2011/2012,2012-03-11 00:00:00,AWAY_WIN,70.66666666666667,63.5,70.0,66.0,74.0,68.0,74.8,67.0
14351,1028840,8674,8277,2011/2012,2012-03-10 00:00:00,AWAY_WIN,70.8,67.5,76.0,67.5,77.0,70.0,67.5,70.33333333333333
14352,1028841,8593,10219,2011/2012,2012-03-11 00:00:00,HOME_WIN,64.2,71.5,60.0,71.5,69.0,73.0,64.66666666666667,73.5
14353,1028846,8277,9791,2011/2012,2012-03-16 00:00:00,HOME_WIN,66.5,70.8,69.0,76.0,68.0,77.0,69.5,67.5
14354,1028849,10229,9761,2011/2012,2012-03-18 00:00:00,DRAW,66.0,71.0,68.0,70.0,72.0,74.0,66.0,73.0
14355,1028854,10219,8526,2011/2012,2012-03-17 00:00:00,HOME_WIN,64.25,63.4,66.0,67.0,68.0,69.0,66.5,67.0
14356,1028857,10218,9803,2011/2012,2012-03-17 00:00:00,HOME_WIN,66.33333333333333,63.8,69.0,63.0,67.0,65.0,69.5,66.0
14357,1028860,8640,10228,2011/2012,2012-03-18 00:00:00,HOME_WIN,67.5,73.5,74.0,76.0,68.0,77.0,73.4,76.28571428571429
14358,1028864,10217,8593,2011/2012,2012-03-18 00:00:00,AWAY_WIN,71.5,66.6,71.5,66.0,73.0,68.0,74.5,68.75
